source,headline,keyword1,keyword2,keyword3,pub_date,news_desk,section_name,type_of_material,word_count,month,year,cluster,pub_year
NYT,DealBook Briefing: Apple’s Struggles Add to Uncertainty in Markets,others,others,others,2019-01-03,Business,Business Day,News,2016,1,2019,6_otherBriefings,2018/2019
NYT,The Insect Apocalypse Is Here,others,others,others,2018-11-27,Magazine,Magazine,News,7466,11,2018,4_Various,2018/2019
NYT,Our Best Wedding Proposals in 2018,others,None,None,2018-12-29,others,Fashion&Style,News,2154,12,2018,4_Various,2018/2019
NYT,The Relentlessness of Modern Parenting,others,others,others,2018-12-25,others,others,News,2144,12,2018,4_Various,2018/2019
NYT,The World Needs to Quit Coal. Why Is It So Hard?,others,Global Warming,Global Warming,2018-11-24,Climate,Climate,News,2134,11,2018,4_Various,2018/2019
NYT,What’s ‘Quintessentially Korean’? The Monk? The Waterpark? Both? ,Travel and Vacations,others,others,2018-11-20,Travel,Travel,News,1979,11,2018,4_Various,2018/2019
NYT,Dogs Before Instagram,others,others,others,2019-02-09,others,Sports,News,2192,2,2019,4_Various,2018/2019
NYT,Does Society Need Andrew Dice Clay?,others,others,others,2019-01-26,Styles,Style,News,1992,1,2019,4_Various,2018/2019
NYT,"In China, Desperate Patients Smuggle Drugs. Or Make Their Own.",China,others,others,2018-11-11,Business,Business Day,News,2102,11,2018,4_Various,2018/2019
NYT,Inside the Secret Sting Operations to Expose Celebrity Psychics,others,others,others,2019-02-26,Magazine,Magazine,News,4644,2,2019,4_Various,2018/2019
NYT,This Week’s Wedding Announcements,others,None,None,2018-11-04,others,Fashion&Style,News,7377,11,2018,4_Various,2018/2019
NYT,Teenagers in The Times: January 2019,None,None,None,2019-02-07,others,The Learning Network,News,2307,2,2019,4_Various,2018/2019
NYT,Genoa Bridge Collapse Throws Harsh Light on Benettons’ Highway Billions,others,others,others,2019-03-05,Foreign,World,News,2483,3,2019,4_Various,2018/2019
NYT,A Real-Life Fairy Tale That Crossed the Sea of Japan,others,others,None,2019-03-01,others,Fashion&Style,News,2115,3,2019,4_Various,2018/2019
NYT,Carol Channing Dies at 97; a Larger-Than-Life Broadway Star,others,others,others,2019-01-15,Obits,Obit,Obit,2385,1,2019,4_Various,2018/2019
NYT,Viewing the Northern Lights: ‘It’s Almost Like Heavenly Visual Music’,Travel and Vacations,others,others,2019-02-11,Travel,Travel,News,2373,2,2019,4_Various,2018/2019
NYT,"Shetland Islands: Scenery, Sheep and Knitters Galore on Britain’s Northern Tip",others,others,Travel and Vacations,2018-11-21,Travel,Travel,News,2468,11,2018,4_Various,2018/2019
NYT,"From 1969 to 2019, a Day at The New York Times",others,others,others,2019-02-28,others,others,News,2422,2,2019,3_Oceania&Culture,2018/2019
NYT,Facing the Future in Laos and the Cambodian Coast ,Travel and Vacations,others,others,2018-12-26,Travel,Travel,News,2328,12,2018,4_Various,2018/2019
InternationalNYT,"In Luxury, What’s Next?",others,others,others,2018-11-19,SpecialSections,Fashion&Style,News,2620,11,2018,4_Various,2018/2019
NYT,‘It Is Not a Closet. It Is a Cage.’ Gay Catholic Priests Speak Out,others,others,others,2019-02-17,Natural,U.S.,News,2538,2,2019,4_Various,2018/2019
NYT,"In Bhutan, Prayer Flags and Birds From Heaven",others,Travel and Vacations,others,2018-12-18,Travel,Travel,News,2419,12,2018,4_Various,2018/2019
NYT,How OnlyFans Changed Sex Work Forever,others,others,others,2019-02-09,Styles,Style,News,2556,2,2019,4_Various,2018/2019
NYT,"Japan Offers Lessons in Eating, Walking and Bridging the Distance",Travel and Vacations,others,others,2018-12-04,Travel,Travel,News,2404,12,2018,4_Various,2018/2019
NYT,Inside the Rise and Fall of a Multimillion-Dollar Airbnb Scheme,others,others,others,2019-02-23,others,New York,News,2506,2,2019,4_Various,2018/2019
NYT,2 American Wives of ISIS Militants Want to Return Home,others,others,others,2019-02-20,others,U.S.,News,2564,2,2019,4_Various,2018/2019
NYT,T’s Wellness Guide to Paris,others,others,others,2019-02-26,TStyle,T Magazine,News,2419,2,2019,4_Various,2018/2019
NYT,The Women Whose Secret Work Helped Win World War II,others,others,others,2019-03-06,Magazine,Magazine,News,2652,3,2019,4_Various,2018/2019
NYT,Tech C.E.O.s Are in Love With Their Principal Doomsayer,others,others,others,2018-11-09,others,Business Day,News,2686,11,2018,4_Various,2018/2019
NYT,Michael Jackson Cast a Spell. ‘Leaving Neverland’ Breaks It.,others,others,others,2019-02-28,Arts&Leisure,Arts,News,3017,2,2019,4_Various,2018/2019
NYT,"In 5G Race With China, U.S. Pushes Allies to Fight Huawei",others,China,others,2019-01-27,Washington,U.S.,News,2814,1,2019,4_Various,2018/2019
NYT,The Marvelous Mr. Mackie,others,others,others,2018-12-01,Styles,Style,News,2755,12,2018,4_Various,2018/2019
NYT,Where Will Science Take Us? To the Stars ,others,others,Travel and Vacations,2018-11-12,Travel,Travel,News,2975,11,2018,4_Various,2018/2019
NYT,The Data All Guilt-Ridden Parents Need,others,others,others,2019-04-19,OpEd,Opinion,OpEd,3202,4,2019,4_Various,2018/2019
NYT,Black Friday 2018: A Not-So-Wild Day for American Shoppers,others,others,others,2018-11-22,Business,Business Day,News,2937,11,2018,4_Various,2018/2019
NYT,Teenagers in The Times: March 2019,None,None,None,2019-04-04,others,The Learning Network,News,3377,4,2019,4_Various,2018/2019
NYT,Hermès’s Refusal to Change Is Its Most Radical Gesture Yet,others,others,others,2019-02-15,TStyle,T Magazine,News,3376,2,2019,4_Various,2018/2019
NYT,Is Ancient DNA Research Revealing New Truths — or Falling Into Old Traps?,others,others,others,2019-01-17,Magazine,Magazine,News,11987,1,2019,3_Oceania&Culture,2018/2019
NYT,How Kim Jones Is Remaking the Dior Man,others,others,others,2019-02-27,TStyle,T Magazine,News,3565,2,2019,4_Various,2018/2019
NYT,"In China’s Land of Buddhas and Fortresses, Kindness Prevails ",Travel and Vacations,others,China,2018-11-27,Travel,Travel,News,3491,11,2018,4_Various,2018/2019
NYT,"The Itsy-Bitsy, Teenie-Weenie, Very Litigious Bikini",others,others,others,2018-12-20,others,Business Day,News,4047,12,2018,4_Various,2018/2019
NYT,How A.S.M.R. Became a Sensation,others,others,others,2019-04-04,Magazine,Magazine,News,4511,4,2019,4_Various,2018/2019
NYT,What to See in New York City This Spring,others,others,others,2019-02-22,Culture,Arts,News,4249,2,2019,3_Oceania&Culture,2018/2019
NYT,How McKinsey Has Helped Raise the Stature of Authoritarian Governments,others,others,others,2018-12-15,Foreign,World,News,5140,12,2018,4_Various,2018/2019
NYT,The Tiny Swiss Company That Thinks It Can Help Stop Climate Change,others,Global Warming,Global Warming,2019-02-12,Magazine,Magazine,News,6612,2,2019,4_Various,2018/2019
NYT,The Best Way to Compete With China,others,others,China,2019-02-01,others,Opinion,others,175,2,2019,4_Various,2018/2019
NYT,"Corrections: April 6, 2019",None,None,None,2019-04-06,others,others,others,299,4,2019,4_Various,2018/2019
NYT,"Roots of the Christchurch Massacre, and the Response",others,others,None,2019-03-20,others,Opinion,others,278,3,2019,4_Various,2018/2019
NYT,"Corrections: April 7, 2019",None,None,None,2019-04-07,others,others,others,405,4,2019,4_Various,2018/2019
NYT,"Corrections: November 7, 2018",None,None,None,2018-11-07,others,others,others,479,11,2018,4_Various,2018/2019
NYT,The Massacre at a Thousand Oaks Bar,others,others,others,2018-11-09,others,Opinion,others,531,11,2018,4_Various,2018/2019
NYT,"Review: Kisumé in Melbourne, Australia",others,others,others,2018-10-25,Dining,Food,Review,1360,10,2018,4_Various,2017/2018
NYT,From Top End to Tasmania: Two Very Different Sides of Australia,Travel and Vacations,others,others,2018-10-30,Travel,Travel,News,2141,10,2018,4_Various,2017/2018
NYT,Australians Must Reject a Nationalist Push Into Our Universities,Australia,others,Politics and Government,2018-10-29,OpEd,Opinion,OpEd,1202,10,2018,4_Various,2017/2018
NYT,"Nice to Meet You, Australia. Who Are You Again?",Politics and Government,others,others,2018-10-25,Foreign,World,Briefing,1393,10,2018,4_Various,2017/2018
NYT,How Compulsory Voting Works: Australians Explain,others,others,Politics and Government,2018-10-22,Foreign,World,News,841,10,2018,4_Various,2017/2018
NYT,‘We Say Sorry’: Australia Formally Apologizes to Victims of Child Sexual Abuse,others,others,others,2018-10-22,Foreign,World,News,868,10,2018,4_Various,2017/2018
NYT,Wentworth Defeat Pushes Australia’s Prime Minister Into Minority Government,Australia,Politics and Government,others,2018-10-20,Foreign,World,News,923,10,2018,4_Various,2017/2018
NYT,"The Skywhale Returns to Australia’s Skies, and Its Creator Braces for Impact",Culture,Politics and Government,others,2018-10-17,Foreign,World,News,950,10,2018,4_Various,2017/2018
NYT,Harry and Meghan Charm Sometimes Skeptical Subjects in Australia,others,others,Australia,2018-10-16,Foreign,World,News,605,10,2018,4_Various,2017/2018
NYT,"In Some Australian Schools, Teachers Can Be Fired for Being Gay",others,others,others,2018-10-18,Foreign,World,News,1075,10,2018,4_Various,2017/2018
NYT,Abortion Debate in Australia Has a New Element: Women in Power,others,others,others,2018-10-15,Foreign,World,News,1304,10,2018,3_Oceania&Culture,2017/2018
NYT,Australian Leader Considers Moving Embassy to Jerusalem From Tel Aviv,Politics and Government,others,others,2018-10-16,Foreign,World,News,859,10,2018,4_Various,2017/2018
NYT,Queensland Becomes Latest Australian State to Decriminalize Abortion,others,others,others,2018-10-17,Foreign,World,News,598,10,2018,4_Various,2017/2018
NYT,"Ian Kiernan, Australian Sailor Who Battled Pollution, Dies at 78",others,others,others,2018-10-17,Obits,Obit,Obit,585,10,2018,4_Various,2017/2018
NYT,Why Southeast Asia and Australia’s Coral Reefs Became So Rich in Species,others,others,others,2018-10-17,Science,Science,News,639,10,2018,4_Various,2017/2018
NYT, The End of the Australian Miracle?,others,others,Australia,2018-10-09,OpEd,Opinion,OpEd,919,10,2018,4_Various,2017/2018
NYT,"Chinese Military May Gain From Western University Ties, Report Warns",others,Politics and Government,others,2018-10-30,Foreign,World,News,1293,10,2018,4_Various,2017/2018
NYT,Scientists Warn That World’s Wilderness Areas Are Disappearing,others,others,others,2018-10-31,Foreign,World,News,537,10,2018,4_Various,2017/2018
NYT,"In ‘Shell,’ Kristina Olsson Captures a City That’s Reaching for Greatness",Culture,others,Australia,2018-10-26,others,Books,News,1025,10,2018,4_Various,2017/2018
NYT,Tycoon Plans a Titanic II (This One Will Have More Lifeboats),others,others,others,2018-10-23,Express,Business Day,News,666,10,2018,4_Various,2017/2018
NYT,‘Headless Chicken Monster’ Spotted in the Deep Sea,others,Australia,others,2018-10-22,Science,World,News,489,10,2018,4_Various,2017/2018
NYT,Chinese Developer Sentenced to Prison in Australia for Sex Assault,others,others,others,2018-10-12,Foreign,World,News,516,10,2018,4_Various,2017/2018
NYT,Australia’s Other Great (and Threatened) Coral Reefs,others,Global Warming,Australia,2018-10-08,Foreign,World,News,761,10,2018,4_Various,2017/2018
NYT,Aboriginal Rangers Face a Sisyphean Task: Waves of Trash,others,others,others,2018-10-19,Foreign,World,News,657,10,2018,4_Various,2017/2018
NYT,Horse Racing Ad on Sydney Opera House Ignites Debate: Is All Australia for Sale?,others,others,others,2018-10-11,Foreign,World,News,1248,10,2018,4_Various,2017/2018
NYT,U.S. Marine Colonel in Australia Relieved of Command After Drunken Driving,others,others,others,2018-10-09,Foreign,World,News,341,10,2018,4_Various,2017/2018
NYT,A Pastor Pushes Forward as a Drought Threatens His Town and His Church,others,others,others,2018-10-07,Foreign,World,News,1563,10,2018,4_Various,2017/2018
NYT,How an American Basketball Player Became a Star in Australian Rules Football,others,others,others,2018-10-08,Sports,Sports,News,1205,10,2018,4_Various,2017/2018
NYT,"Australia, the Pinup in America’s TV Imagination",Australia,China,others,2018-10-04,Foreign,World,Briefing,1461,10,2018,4_Various,2017/2018
NYT,A Wild Country Party in Australia Proves a Balm for Rural Loneliness,others,others,Australia,2018-10-04,Foreign,World,News,1290,10,2018,4_Various,2017/2018
NYT,Public Resources Belong to Us All. But Who Decides What to Do With Them?,Politics and Government,others,Global Warming,2018-10-11,Foreign,World,Briefing,1347,10,2018,4_Various,2017/2018
NYT,"In Australia, Cervical Cancer Could Soon Be Eliminated",others,others,Covid,2018-10-03,Foreign,World,News,636,10,2018,4_Various,2017/2018
NYT,Has Australia Abandoned the Salad Sandwich?,others,others,Australia,2018-09-26,Dining,Food,News,1249,9,2018,4_Various,2017/2018
NYT,No Dogs in the House,others,others,Australia,2018-10-03,Foreign,World,News,729,10,2018,4_Various,2017/2018
NYT,Don’t You Hate When a Seal Slaps You in the Face With an Octopus?,others,others,others,2018-09-27,Express,World,News,319,9,2018,4_Various,2017/2018
NYT,Jacinda Ardern’s Progressive Politics Made Her a Global Sensation. But Do They Work at Home?,Politics and Government,others,others,2018-09-26,Foreign,World,News,1615,9,2018,4_Various,2017/2018
NYT,Australia Hunts for Saboteur Hiding Needles in Strawberries,others,others,others,2018-09-17,Express,World,News,478,9,2018,4_Various,2017/2018
NYT,"Wreckage May Be From Endeavour, Ship That Explored World and Charted Australia",Australia,others,others,2018-09-19,Foreign,World,News,713,9,2018,4_Various,2017/2018
NYT,How Scott Morrison’s Boat Trophy Burst Into Public View — and Why It Matters,Politics and Government,others,others,2018-09-19,Foreign,World,others,1310,9,2018,4_Various,2017/2018
NYT,I Highly Recommend Joining This Cult,others,others,others,2018-09-18,OpEd,Opinion,OpEd,1231,9,2018,4_Various,2017/2018
NYT,"Review: Boon Cafe in Sydney, Australia",others,others,others,2018-09-13,Dining,Food,Review,1086,9,2018,4_Various,2017/2018
NYT,Australian Politicians Threaten Schoolgirl Over National Anthem Protest,others,others,others,2018-09-13,Foreign,World,News,628,9,2018,4_Various,2017/2018
NYT,Race and Banjo Paterson in Cartoon Australia,Politics and Government,others,others,2018-09-13,Foreign,World,others,1023,9,2018,4_Various,2017/2018
NYT,Are Music Festivals to Blame for Overdose Deaths?,others,others,others,2018-09-17,Foreign,World,News,740,9,2018,4_Various,2017/2018
NYT,Sounding Out The New York Times,others,others,others,2018-09-27,Foreign,World,others,1108,9,2018,3_Oceania&Culture,2017/2018
NYT,Women in Australia’s Parliament Denounce Sexism in Push for Change,Politics and Government,others,others,2018-09-10,Foreign,World,News,1184,9,2018,4_Various,2017/2018
NYT,Can Anyone Stop Australia’s Slut Shaming?,Politics and Government,others,others,2018-09-10,OpEd,Opinion,OpEd,1373,9,2018,4_Various,2017/2018
NYT,Just a Few Pieces of Plastic Can Kill Sea Turtles,others,others,others,2018-09-13,Science,Science,News,890,9,2018,4_Various,2017/2018
NYT,"Serena Williams Cartoon, Called Racist, Gets New Life on Paper’s Front Page",Tennis,others,Tennis,2018-09-12,Foreign,World,News,412,9,2018,3_Oceania&Culture,2017/2018
NYT,Not in My Backyard,Australia,others,others,2018-09-12,Foreign,World,News,467,9,2018,4_Various,2017/2018
NYT,Broadway’s Biggest Debut: King Kong,Culture,others,others,2018-09-11,Arts&Leisure,Theater,News,1599,9,2018,4_Various,2017/2018
NYT,"Serena Williams Cartoon ‘Not About Race,’ Artist Says. Experts Strongly Disagree.",Tennis,others,others,2018-09-11,Foreign,World,News,1300,9,2018,4_Various,2017/2018
NYT,How Does Australia See Itself?,Politics and Government,others,others,2018-09-06,Foreign,World,others,897,9,2018,4_Various,2017/2018
NYT,"In Australia, One Man Can Decide a Migrant’s Fate. Did He Abuse That Power?",others,others,Australia,2018-09-06,Foreign,World,News,1868,9,2018,4_Various,2017/2018
NYT,Australia Wants to Take Government Surveillance to the Next Level,others,others,others,2018-09-04,OpEd,Opinion,OpEd,1017,9,2018,4_Various,2017/2018
NYT,The Best Movies and TV Shows New to Netflix Australia in September,Culture,Culture,others,2018-09-04,others,others,News,1969,9,2018,3_Oceania&Culture,2017/2018
NYT,Is the Way Australia Funds the Arts a Recipe for Mediocrity?,others,others,Australia,2018-09-02,Culture,Arts,News,2572,9,2018,4_Various,2017/2018
NYT,‘Five Eyes’ Nations Quietly Demand Government Access to Encrypted Data,others,Australia,others,2018-09-05,Washington,U.S.,News,812,9,2018,4_Various,2017/2018
NYT,Cambodian Court Sentences Australian Filmmaker to 6 Years for Espionage,others,others,Australia,2018-08-31,Foreign,World,News,810,8,2018,4_Various,2017/2018
NYT,"Review: Shik in Melbourne, Australia",others,others,others,2018-08-30,Dining,Food,Review,1121,8,2018,4_Various,2017/2018
NYT,Australia’s Catholic Leaders Reject Call to Report Sex Abuse Heard in Confessions,others,others,others,2018-08-31,Foreign,World,News,1063,8,2018,4_Various,2017/2018
NYT,"Australia Plans to Deny Chelsea Manning an Entry Visa, Citing ‘Criminal Record’",others,others,Australia,2018-08-30,Foreign,World,News,619,8,2018,4_Various,2017/2018
NYT,"Maureen Dowd, in Australia, Explains Trump’s ‘Ego Arithmetic’",US politics and relations,others,others,2018-08-30,Foreign,World,others,1449,8,2018,4_Various,2017/2018
NYT,Australia Sends Migrants Found in Crocodile-Infested Waters to Detention,others,Australia,others,2018-08-28,Foreign,World,News,787,8,2018,4_Various,2017/2018
NYT,Was a Scientist’s Death Murder or an ‘Act of Mercy’?,others,others,others,2018-08-28,Foreign,World,News,1368,8,2018,4_Various,2017/2018
NYT,Scott Morrison Is a New Kind of Australian Prime Minister: An Evangelical Christian,Politics and Government,others,others,2018-08-27,Foreign,World,News,1362,8,2018,3_Oceania&Culture,2017/2018
NYT,"Australia’s New Prime Minister, Scott Morrison, Appoints a Cabinet",Australia,Politics and Government,others,2018-08-26,Foreign,World,News,646,8,2018,3_Oceania&Culture,2017/2018
NYT,For Sale: 55-Foot-Tall Lobster. Owners in a Pinch. Can You Help?,others,others,Culture,2018-08-30,Foreign,World,News,1191,8,2018,4_Various,2017/2018
NYT,"Overlooked No More: Ruby Payne-Scott, Who Explored Space With Radio Waves",others,others,others,2018-08-29,Obits,Obit,Obit,1098,8,2018,4_Various,2017/2018
NYT,Posters Suggesting That Women Can Drink While Pregnant Stir Backlash,others,others,Australia,2018-08-29,Express,World,News,632,8,2018,4_Various,2017/2018
NYT,Another Round in Australia’s Political Churn,others,others,Australia,2018-08-24,OpEd,Opinion,OpEd,919,8,2018,4_Various,2017/2018
NYT,Australia’s Political Brawl Has Another Winner: A Popcorn Seller in Texas,others,others,Australia,2018-08-24,Express,World,News,692,8,2018,4_Various,2017/2018
NYT,Climate Change Policy Toppled Australia’s Leader. Here’s What It Means for Others.,Australia,Global Warming,Politics and Government,2018-08-24,Climate,Climate,News,584,8,2018,4_Various,2017/2018
NYT,Scott Morrison Becomes Australia’s Prime Minister After Back-Room Revolt,Australia,Politics and Government,others,2018-08-24,Foreign,World,News,1044,8,2018,4_Various,2017/2018
NYT,"Scott Morrison, Australia’s Next Prime Minister, Pledges to ‘Heal Our Party’",Australia,others,Politics and Government,2018-08-24,Foreign,World,News,1014,8,2018,4_Various,2017/2018
NYT,"Rivals Challenge Malcolm Turnbull, Australia’s Leader, as Party Support Fades",Politics and Government,Australia,others,2018-08-23,Foreign,World,News,881,8,2018,4_Various,2017/2018
NYT,Australia Bars China’s Huawei From Building 5G Wireless Network,others,others,others,2018-08-23,Business,Technology,News,548,8,2018,4_Various,2017/2018
NYT,"For These Australian Prisoners, a 14-Month Wait Without Being Sentenced",others,others,others,2018-08-21,Foreign,World,News,1261,8,2018,4_Various,2017/2018
NYT,Australia Wilts From Climate Change. Why Can’t Its Politicians Act?,Australia,Politics and Government,Global Warming,2018-08-21,Foreign,World,others,1083,8,2018,4_Various,2017/2018
NYT,"Australian Prime Minister Abandons Climate Targets, Bowing to Party Pressure",others,Global Warming,Global Warming,2018-08-20,Foreign,World,News,1024,8,2018,4_Various,2017/2018
NYT,"Malcolm Turnbull, Australian Prime Minister, Survives Leadership Challenge. For Now.",Politics and Government,others,others,2018-08-21,Foreign,World,News,701,8,2018,4_Various,2017/2018
NYT,What Is Being Lost in Our Era of Discontent?,Politics and Government,Global Warming,others,2018-08-23,Foreign,World,others,1041,8,2018,4_Various,2017/2018
NYT,It’s Not Easy to Hear,others,others,Australia,2018-08-23,Foreign,World,News,779,8,2018,4_Various,2017/2018
NYT,"Northern Rivers Is a Breezy, Ex-Hippie Wonderland for Australian Chefs",others,Australia,others,2018-08-16,Dining,Food,News,1503,8,2018,4_Various,2017/2018
NYT,"Review: In ‘Mystery Road,’ Judy Davis Goes West",Culture,others,others,2018-08-19,Culture,Arts,Review,643,8,2018,4_Various,2017/2018
NYT,Australian Senator Calls for ‘Final Solution’ to Muslim Immigration,others,Politics and Government,Australia,2018-08-15,Foreign,World,News,973,8,2018,4_Various,2017/2018
NYT,Indigenous Australians Use Tech to Expose Police Abuse,others,others,others,2018-08-14,Foreign,World,News,837,8,2018,4_Various,2017/2018
NYT,Living Beneath the Ground in an Australian Desert,others,others,others,2018-10-24,others,others,News,693,10,2018,4_Various,2017/2018
NYT,Get to Know Besha Rodell. And Maureen Dowd Is on Her Way to Sydney.,others,Australia,others,2018-08-16,Foreign,World,others,1116,8,2018,4_Various,2017/2018
NYT,House Hunting in … Australia,others,others,None,2018-10-10,others,others,News,1143,10,2018,4_Various,2017/2018
NYT,Rooftop Gardens Are Turning the Urban Shopping Scene Green,others,others,others,2018-10-25,SpecialSections,Style,News,765,10,2018,4_Various,2017/2018
NYT,‘The NEG’ Aims to Be Australia’s Latest Energy Solution. Will It Work?,others,Global Warming,Australia,2018-08-10,Foreign,World,News,793,8,2018,4_Various,2017/2018
NYT,Ruby Rose Quits Twitter Amid Backlash Over ‘Batwoman’ Casting,others,others,Culture,2018-08-13,Culture,Arts,News,697,8,2018,4_Various,2017/2018
NYT,Fossils on an Australian Beach Reveal a Shark-Eat-Shark World,others,others,others,2018-08-09,Science,Science,News,554,8,2018,4_Various,2017/2018
NYT,The Best Movies and TV Shows New to Netflix Australia in October,Culture,others,Australia,2018-10-02,others,others,News,1862,10,2018,3_Oceania&Culture,2017/2018
NYT,5 Indigenous Australian Films (and One TV Series) Everyone Should See,others,Culture,Culture,2018-08-09,Foreign,World,others,1687,8,2018,4_Various,2017/2018
InternationalNYT,"The Oil Industry Is Enjoying a Boom, but Will it Last?",others,others,others,2018-10-08,SpecialSections,Business Day,News,1281,10,2018,4_Various,2017/2018
NYT,"In a Town of 11 People, Mysterious Disappearance Turns Neighbor Against Neighbor",others,others,others,2018-08-11,Foreign,World,News,1656,8,2018,4_Various,2017/2018
NYT,Pence’s China Speech Seen as Portent of ‘New Cold War’,US politics and relations,others,others,2018-10-05,Foreign,World,News,1239,10,2018,3_Oceania&Culture,2017/2018
NYT,"Jarrod Lyle, Golfer Who Played On Despite Cancer, Dies at 36",others,others,Australia,2018-08-09,Obits,Obit,Obit,683,8,2018,4_Various,2017/2018
NYT,"Australia’s Big Banks Have Stranglehold on Consumers, Government Says",others,others,Australia,2018-08-03,Business,Business Day,News,1092,8,2018,4_Various,2017/2018
NYT,"Review: Taco Quetzalcoatl in Salisbury, South Australia",others,others,others,2018-08-02,Dining,Food,Review,955,8,2018,4_Various,2017/2018
NYT,"‘Race Politics Is Back,’ but What Does That Mean? ",Politics and Government,others,others,2018-08-06,Foreign,World,News,1463,8,2018,4_Various,2017/2018
NYT,New Movies to See (or Skip) in Australian Cinemas in August,Culture,Australia,others,2018-08-02,Foreign,World,News,547,8,2018,3_Oceania&Culture,2017/2018
NYT,Australian Senator Sarah Hanson-Young Sues Fellow Lawmaker After Sexist Remark,others,others,others,2018-08-01,Foreign,World,News,1018,8,2018,4_Various,2017/2018
NYT,"Australian Chain Reintroduces Free Plastic Bags, Bucking Global Trend",others,others,others,2018-08-01,Foreign,World,News,424,8,2018,4_Various,2017/2018
NYT,Why America Should Embrace Market Surveillance in Sports Betting Before It’s Too Late,others,others,others,2018-09-20,Business,Business Day,News,616,9,2018,4_Various,2017/2018
NYT,Drought Relief Is Coming. Australia’s Farmers Say It’s Nowhere Near Enough.,others,others,others,2018-07-30,Foreign,World,News,776,7,2018,4_Various,2017/2018
NYT,Woman Says She Was Fired by Cricket Australia for Abortion-Rights Tweets,Politics and Government,Australia,others,2018-07-30,Foreign,World,News,652,7,2018,4_Various,2017/2018
NYT,Pope Accepts Resignation of Australian Archbishop for Covering Up Sex Abuse,others,others,others,2018-07-30,Foreign,World,News,678,7,2018,4_Various,2017/2018
NYT,Trump Finally Makes a Friend,Australia,others,others,2018-09-15,OpEd,Opinion,OpEd,1029,9,2018,4_Various,2017/2018
NYT,Can We Get a Little Joy Over Here?,others,others,others,2018-08-02,Foreign,World,others,984,8,2018,4_Various,2017/2018
NYT,Are Women Penalized More Than Men in Tennis? Data on Fines Says No,Tennis,Tennis,Tennis,2018-09-14,Sports,Sports,News,714,9,2018,4_Various,2017/2018
NYT,Last Woman Standing,others,others,others,2018-08-01,Foreign,World,News,1102,8,2018,4_Various,2017/2018
NYT,Prime Minister’s Eating Habits Scandalize Australians: It’s Piegate,others,others,others,2018-07-28,Foreign,World,News,496,7,2018,4_Various,2017/2018
NYT,Australia’s Endangered Quolls Get Genetic Boost From Scientists,others,others,others,2018-07-26,Foreign,Science,News,502,7,2018,4_Various,2017/2018
NYT,Australian Media Merger Stirs Fear of ‘Catastrophic’ Deal,others,others,others,2018-07-26,Foreign,World,News,727,7,2018,4_Various,2017/2018
NYT,New Zealand to Australia: Get Your Own Flag,Australia,others,Politics and Government,2018-07-25,Foreign,World,News,538,7,2018,3_Oceania&Culture,2017/2018
NYT,The Art of the Australian Breakfast,others,others,Australia,2018-07-24,Dining,Food,News,1468,7,2018,4_Various,2017/2018
NYT,Chinese Billionaire Is Named as Party Host in Australian Sexual Assault Case,others,others,others,2018-07-24,Foreign,World,News,679,7,2018,4_Various,2017/2018
NYT,Delay in Sydney Jail Death Inquest Prolongs Family’s ‘Agonizing Wait’,others,others,others,2018-07-27,Foreign,World,News,783,7,2018,4_Various,2017/2018
NYT,Australians Protest Five Years of Offshore Detention Policy,others,others,others,2018-07-21,Foreign,World,News,672,7,2018,4_Various,2017/2018
NYT,From Manus to Trump’s America,others,others,Australia,2018-07-26,Foreign,World,others,1828,7,2018,4_Various,2017/2018
NYT,The Trump Vibe Spreads Down Under,Australia,Politics and Government,others,2018-09-01,OpEd,Opinion,OpEd,945,9,2018,4_Various,2017/2018
NYT,The Bread Thief,Australia,others,others,2018-07-25,Foreign,World,News,869,7,2018,4_Various,2017/2018
NYT,Serena vs. Venus: 15 Chapters of Grand Slam Drama for the Williams Sisters,Tennis,Tennis,Tennis,2018-08-31,Sports,Sports,News,2266,8,2018,4_Various,2017/2018
NYT,The Religion of Whiteness Becomes a Suicide Cult,others,others,others,2018-08-30,OpEd,Opinion,OpEd,1644,8,2018,4_Various,2017/2018
NYT,A Climate Reckoning for Australia,Global Warming,others,Global Warming,2018-08-21,others,Opinion,others,516,8,2018,4_Various,2017/2018
NYT,Greek Food Thrills in Australia: It’s So Much More Than Lemon and Olive Oil,others,Australia,others,2018-07-19,Dining,Food,News,1305,7,2018,4_Various,2017/2018
NYT,Australian Leader Says Pope Should Fire Archbishop Convicted of Hiding Abuse,others,Australia,others,2018-07-19,Foreign,World,News,395,7,2018,4_Various,2017/2018
NYT,Why David Chang Matters,others,others,others,2018-08-28,Dining,Food,News,1674,8,2018,4_Various,2017/2018
NYT,"Australian Housing Costs Rival New York’s, but Boom May Be Ending",others,others,others,2018-07-17,Foreign,World,News,1237,7,2018,3_Oceania&Culture,2017/2018
NYT,"Usain Bolt, World’s Fastest Man, to Try Out for Australian Soccer Club",others,others,Australia,2018-07-17,Sports,Sports,News,592,7,2018,4_Various,2017/2018
NYT,"A New Battle for Guadalcanal, This Time With China",others,US politics and relations,Australia,2018-07-21,Foreign,World,News,1594,7,2018,3_Oceania&Culture,2017/2018
NYT,‘I Can’t Breathe’: Video of Indigenous Australian’s Prison Death Stirs Outrage,others,others,others,2018-07-16,Foreign,World,News,703,7,2018,4_Various,2017/2018
